2576,0.00
2358,0.00
1852,0.00
2452,0.00
386,0.00
7383,0.00
1340,0.00
226,0.00
773,0.00
517,0.00
123,0.00
7,0.00
3424,0.00
8450,0.00
2609,0.00
3246,0.00
1270,0.00
8857,0.00
1049,0.00
1462,0.00
679,0.00
9723,0.00
7618,0.00
8555,0.00
89,0.00
2752,0.00
4916,0.00
2190,0.00
3342,194.36
9170,195.59
9851,198.71
387,0.00
8509,0.00
188,0.00
4275,0.00
7114,211.61
3165,214.03
8562,214.63
1632,218.06
1255,0.00
4946,219.61
8018,220.61
4658,0.00
3532,0.00
2430,0.00
892,226.17
1970,0.00
7501,0.00
6070,0.00
4627,242.38
8515,242.39
5590,242.40
234,0.00
9239,263.20
7089,263.19
6241,0.00
4600,285.73
1563,285.66
2309,293.72
746,0.00
8116,0.00
1542,293.71
2008,0.00
1503,0.00
3573,293.72
7845,0.00
6222,316.31
8688,0.00
1985,337.41
2355,0.00
4017,356.28
816,0.00
3036,0.00
2114,358.90
7984,358.91
4597,0.00
8886,0.00
1489,378.46
4851,0.00
1025,398.67
6818,398.53
5467,0.00
4264,415.03
545,415.04
3893,0.00
395,426.48
3908,0.00
847,426.44
3418,426.31
741,0.00
8117,447.02
5747,447.02
1980,0.00
1987,0.00
7818,467.02
8661,466.96
2998,0.00
7132,489.11
6771,0.00
3150,500.04
2898,500.05
3483,0.00
6708,514.57
3294,0.00
2540,0.00
1507,0.00
7475,0.00
1965,0.00
6034,0.00
2263,0.00
7910,0.00
3897,0.00
2327,0.00
2856,0.00
231,0.00
7312,0.00
1459,0.00
970,573.50
1988,0.00
590,573.52
2178,0.00
1268,0.00
617,0.00
9745,0.00
928,0.00
139,597.07
9548,597.06
6674,597.08
2961,596.97
7131,0.00
9579,620.81
6592,0.00
5765,638.10
757,638.09
3553,638.10
2722,0.00
8866,0.00
2759,0.00
3106,655.83
3502,0.00
1874,0.00
6784,0.00
805,677.28
7083,685.43
364,0.00
3236,685.37
8209,0.00
623,702.04
6217,701.84
6429,0.00
8019,0.00
4352,716.66
8289,0.00
6849,0.00
658,0.00
5890,0.00
3846,755.21
1038,755.18
4411,0.00
5304,763.18
3259,763.11
8577,0.00
6820,0.00
1220,772.81
415,0.00
986,0.00
1568,0.00
4438,0.00
9529,0.00
1743,791.93
4231,0.00
8399,0.00
1160,814.62
2872,0.00
8321,0.00
1025,0.00
1036,837.59
5390,0.00
1791,837.47
145,0.00
152,861.89
7181,861.92
3579,0.00
4475,861.90
7294,0.00
8347,877.00
4430,0.01
6501,0.00
50,0.00
7637,0.00
1313,900.04
9446,0.00
7051,924.40
1898,924.40
922,0.00
1845,0.00
1971,0.00
6850,948.77
6341,948.79
8019,0.00
291,967.05
4732,0.00
2534,0.00
7947,0.00
6764,0.00
8733,0.00
7918,0.00
5879,0.00
4219,0.00
7049,0.00
6200,0.00
3099,0.00
2183,0.00
7920,1047.83
6957,0.00
7111,0.00
5601,1071.49
4806,0.00
1784,0.00
4120,0.00
2018,0.00
2982,1095.21
746,0.00
1667,1095.10
3021,1114.70
4694,1114.73
335,0.00
6560,1114.71
618,0.00
1140,1114.71
864,1114.59
101,0.00
3892,0.00
3544,0.00
4490,0.00
2787,1137.21
1004,1137.23
740,1137.10
338,0.00
551,0.01
6205,0.00
7108,0.00
537,0.00
5036,1160.80
9999,0.00
3722,1183.63
2841,1183.46
1853,0.00
7481,0.01
9658,0.00
1405,1205.16
4198,1226.37
142,1226.39
641,0.00
3781,1226.32
6176,0.00
93,0.00
9948,0.00
8473,0.00
7286,0.00
9566,1270.61
8056,0.00
268,0.00
3353,0.00
569,1290.95
4695,0.00
6914,0.00
1495,1313.94
3873,0.00
2798,1313.88
780,0.00
541,1313.89
735,1332.34
1320,0.00
439,1332.33
6043,1332.21
3772,0.00
1428,0.00
6188,0.00
634,0.00
48,0.00
4024,1342.11
993,0.00
4564,1342.07
3659,0.00
7348,0.00
8023,1364.74
2223,1364.65
978,1382.52
3986,1382.52
5438,1382.37
7573,1382.30
917,1382.27
6490,0.00
6519,0.00
5782,1407.84
3437,0.00
7821,1425.89
6655,1425.86
9480,0.00
1111,0.00
2893,1439.09
1732,0.00
1108,0.00
1409,0.00
9929,0.00
1213,1460.64
586,0.00
6669,1460.49
8522,0.00
2591,0.00
9876,0.00
5828,1493.39
5922,0.00
1723,1515.67
9077,1515.66
4215,0.00
9281,0.00
1009,0.00
3457,1532.48
