5305,0.00
2793,0.12
8896,0.00
1059,0.00
1293,0.00
114,0.00
135,0.00
294,0.00
28,0.00
12,0.00
14,0.00
2,9.06
55,0.00
7403,0.00
5743,117.32
2640,124.63
7697,125.48
1841,90.27
6113,132.65
6545,134.91
786,137.17
1662,137.27
1329,137.13
5259,137.15
3180,140.57
8252,140.59
4144,148.14
2756,148.10
1161,150.78
4393,151.01
3472,152.22
6234,152.89
9439,152.91
6153,169.00
5500,169.94
4472,179.84
9475,182.90
3610,188.44
3732,190.19
5009,190.92
3158,190.83
909,194.38
9174,194.56
6530,198.83
627,68.74
1961,206.56
983,206.60
2221,208.27
5529,208.59
6227,214.89
6655,216.61
312,84.40
1922,0.00
747,0.00
8797,220.16
3660,228.62
166,91.18
588,233.28
7765,231.67
1482,236.54
8086,0.00
6003,237.10
5989,248.88
6253,0.00
1070,265.46
9223,269.14
3903,0.00
3119,273.60
7431,275.43
3287,282.35
1929,0.00
1628,284.47
9420,106.60
1835,293.61
4444,296.04
7379,296.92
5151,300.68
1396,114.12
6949,308.51
4155,0.00
4977,329.22
1351,329.23
8077,330.01
1574,137.05
5036,0.00
2394,350.13
3211,354.90
4132,151.43
2442,152.30
9764,357.29
93,152.44
5004,370.70
3525,164.14
6043,376.55
3129,379.82
3085,169.60
4889,385.74
8406,0.00
5670,388.29
897,177.38
2647,0.00
9303,408.22
7250,0.00
6735,427.10
4412,441.93
8812,460.03
7180,230.22
6477,0.00
8856,483.66
5583,496.41
8099,502.58
6702,519.10
8665,535.47
4255,544.48
5495,554.29
4896,282.50
3857,571.89
5551,300.05
1045,574.97
4561,574.91
7434,296.70
2942,308.76
6558,598.98
506,324.31
2280,609.50
8035,606.84
691,321.54
1472,0.00
8354,619.30
2615,626.18
3408,638.36
1282,645.30
7555,645.71
8756,347.75
3898,660.61
7333,674.03
2858,375.66
1658,688.03
4725,366.03
7248,697.08
9885,372.82
3377,0.00
4356,706.22
7679,0.00
1539,719.00
3323,723.24
7162,386.30
2233,0.00
1982,748.63
4394,751.44
5853,0.00
1608,751.90
4409,403.90
7622,0.00
9757,763.55
1570,0.00
3547,788.41
1556,786.97
4572,415.75
9144,791.68
7219,0.00
185,803.81
9267,803.81
1896,427.23
9014,812.02
759,819.05
4848,0.01
430,821.72
9801,821.96
6490,828.10
4827,422.89
4706,836.28
854,431.06
1428,0.00
2991,837.00
8324,845.16
5311,848.38
2110,424.51
2882,866.30
476,870.17
2059,413.35
826,415.65
1282,877.87
4376,879.37
5330,0.00
4963,888.33
8267,898.21
2399,899.88
2358,918.24
7729,919.76
6559,926.17
1594,427.08
530,931.82
8360,931.58
3781,409.82
6511,943.26
6875,947.19
4466,407.06
219,956.19
6318,956.03
7791,412.43
2245,424.63
9527,983.25
8182,1000.42
