5438,0.00
797,0.14
7299,0.00
5646,0.00
799,0.00
4972,0.00
9728,43.85
4241,43.78
7335,46.97
1044,63.93
1732,71.62
7791,73.96
5143,75.43
685,82.24
1682,82.51
2026,0.00
3850,84.33
5436,40.64
9437,93.81
3145,99.39
4216,104.63
8259,108.81
7081,115.14
5660,124.48
921,129.96
744,47.87
4946,0.00
9965,133.29
7918,49.62
4005,153.26
8876,157.55
2054,69.56
7770,176.63
3406,80.97
3308,190.48
7738,86.58
3729,205.21
9219,97.24
3683,102.87
6906,236.32
9969,242.65
4854,260.08
1553,132.41
9298,261.71
91,132.61
7089,268.79
229,139.55
9906,0.00
2804,288.82
4153,290.33
5564,296.43
4546,158.66
9541,304.27
6183,0.00
5029,318.58
1920,335.27
644,177.81
4073,343.84
6977,344.64
3374,169.42
9808,0.00
7844,360.20
650,367.80
638,166.76
5544,379.77
4680,381.20
529,402.32
858,402.32
1818,170.32
3214,0.01
1153,406.93
3557,414.44
5778,415.90
5297,160.98
6669,427.07
192,170.09
298,178.38
2628,438.73
450,178.43
1037,177.39
4973,445.49
7057,453.65
7676,177.28
381,471.82
7580,0.00
9048,473.16
5780,487.39
3481,0.00
5198,496.07
4859,193.57
7210,503.94
8298,509.55
2895,521.99
1250,530.16
1833,531.17
1232,214.60
7491,0.00
7123,537.17
4029,543.60
4569,548.88
4699,207.32
8261,563.38
6619,577.82
176,577.88
2697,235.02
8077,584.25
5197,592.57
743,234.35
1819,594.17
2774,228.53
7075,595.81
629,597.63
7382,224.43
5575,608.52
6672,610.53
7342,616.92
3683,618.91
4052,0.00
236,626.62
1574,226.53
5764,627.30
2383,0.00
3856,627.34
9823,0.00
4438,647.65
8624,0.00
4561,664.07
9788,668.89
3514,246.13
6643,0.00
520,683.22
7176,690.50
1324,262.67
99,260.70
415,0.00
816,704.35
7127,0.00
6396,709.53
5597,266.66
6326,0.00
1284,734.08
5171,0.00
9927,743.93
3865,758.33
3324,294.13
1408,292.50
159,773.08
8891,774.69
4127,778.63
729,784.74
6282,784.50
103,796.31
1514,303.88
4965,798.44
5525,297.31
9300,806.63
420,305.54
6781,691.89
10000,831.15
9222,0.00
4615,863.11
1898,0.00
7887,881.89
4843,343.72
8313,775.27
7055,911.87
9868,716.71
1638,0.00
4157,938.40
2636,733.79
2412,386.72
4605,0.00
6760,637.72
4980,388.41
8278,0.00
5331,394.45
9947,629.69
3887,394.69
1910,392.94
5982,0.00
8245,393.19
460,416.72
4662,0.00
4996,405.87
6075,0.01
1899,415.47
3075,0.00
9617,637.60
6286,410.68
1280,0.00
6795,415.60
6000,415.21
1073,424.27
8312,639.43
1489,424.34
2869,400.82
2185,0.00
2799,0.00
3658,402.88
2993,0.00
1891,0.00
6119,0.00
1346,389.80
5478,382.60
1205,393.69
1964,390.23
4856,0.00
852,395.92
6035,0.00
619,378.27
7621,375.13
1919,0.00
3706,0.00
2879,0.00
9008,348.38
8840,361.70
6018,0.00
8827,684.64
8966,0.00
5184,400.83
163,401.75
3245,0.00
6976,410.02
8011,0.01
2534,0.00
